image_name,x1,x2,y1,y2
JPEG_20161028_115228_1000768175676.png,19.30078,600.3282,151.77818,338.8315,-130686.9184323656
JPEG_20160621_115706_1000438377463.png,218.11812,516.7637,119.02486,385.65305,46443.500803099785
147323496557220.png,243.5158,391.67383,24.433578,460.44418,-18125.946971434067
1480962299073_R2A2486.png,207.71301,430.0239,301.88504,368.96414,89713.10128760099
JPEG_20160513_161529_1000492237814.png,172.74069,535.67816,83.64185,379.75992,-23912.80944708291
JPEG_20160608_170951_1000543663668.png,64.71704,616.65533,82.729195,402.0371,88764.18605161752
1480950503293_R2A2117.png,222.63748,423.33615,126.805855,409.97043,-141415.97649438475
JPEG_20160513_105913_1000783887544.png,340.73032,524.0031,112.797615,441.0859,56131.259664617675
JPEG_20160627_110121_1000892338177.png,241.95602,611.99744,179.00774,308.5149,-11651.01963656721
JPEG_20161130_161732_1000521112629.png,117.68611,431.721,45.155975,436.94733,51615.664229624046
1472628655203w_peg_33_black_white_06.png,25.874285,634.925,132.7631,439.81696,13608.026843490108
1474724035100DSC07928.png,149.04468,607.1991,109.46588,401.48102,1141.1395779188024
1478948343994eMazingShawls3504.png,45.131435,645.1485,82.55721,416.90872,-7289.615683481796
JPEG_20160527_155940_1000132163517.png,66.841965,531.0345,117.61571,447.90094,-146358.63489924197
JPEG_20161130_182414_1000368542218.png,50.55506,597.3824,169.13367,282.63474,-150678.88603574623
1475057260196DSC02318.png,34.175896,638.483,170.08849,416.52853,116783.15193895582
1468825591253JPEG_20160709_133648_1000644926214.png,29.539959,618.61475,69.92641,483.32242,-46308.192251116096
JPEG_20161124_162124_1000402091920.png,242.54967,442.18863,92.10643,357.69907,3212.7666167455973
1470727186876DSC_0033.png,40.384853,617.7462,100.914185,476.55777,23010.156664509064
1480972280895IMG_3540.png,52.84137,552.5006,110.12553,441.67014,-119605.92280274967
1475059894676DSC02408.png,30.504715,626.9462,56.29978,357.83157,-121656.50166659182
1477720898726JPEG_20161025_124436_1000716443177.png,66.29364,544.2184,167.04704,378.4482,-157044.35462567842
JPEG_20160526_170617_1000933339568.png,83.68839,428.4384,77.58917,412.42627,71853.12025062903
JPEG_20161125_202134_1000687750117.png,169.79211,496.3697,187.07883,296.97116,38280.5214091153
1475152491002DSC00720.png,240.10048,427.70627,102.11837,406.08206,107811.19530623492
1473660682142DeeplearnS11986.png,89.94092,593.5971,181.2319,355.36304,-442.03502855480474
1475064313641DSC00251.png,241.73015,420.4002,138.82437,427.9518,52114.3476255285
1474722975745DSC07865.png,159.93327,513.8226,21.692287,473.197,21089.05227458774
JPEG_20161130_162947_1000399576239.png,58.0435,542.20123,135.45367,333.4318,-17965.723189555094
JPEG_20161125_195025_1000406118935.png,73.73085,508.99435,145.33823,329.4493,6466.140716944967
JPEG_20160702_133522_1000321760040.png,113.769226,532.2541,55.700066,412.07736,24057.31382394902
JPEG_20161125_184750_10004321181.png,150.20651,464.2106,199.57443,298.75983,98926.601131714
1473747646802IMG_0541.png,30.564646,637.045,141.58073,379.04324,114228.20800547148
1471420755405IMG_20160810_210501.png,30.706827,556.6825,142.85593,385.05878,-160303.3479029319
1473486792967DeeplearnS11946.png,86.201706,563.6408,192.6056,333.41364,6411.6315855157445
147185176047620160818_111133.png,130.20415,432.2514,39.40524,393.41846,5732.18549535505
JPEG_20161123_200623_1000493348929.png,62.75516,478.75714,207.11044,312.60333,-207946.52731607782
JPEG_20161129_181056_1000695959432.png,61.87742,618.41205,79.68697,463.6387,4674.1834631901
1475152070565DSC00541.png,246.69937,467.1005,82.12475,429.68277,-125486.20393943739
JPEG_20160621_142109_1000303543286.png,257.53885,424.1944,48.18984,449.51227,-43867.014771013564
148053613939520161126_210633.png,99.190544,533.5839,140.00227,328.0882,-165120.43481291895
1468654660269JPEG_20160712_101147_1000411368715.png,254.07072,380.1612,75.92506,442.21143,81530.41290924238
1480337470501_R2A4023.png,151.73607,491.4199,136.73276,395.4338,-5393.039292183181
JPEG_20160625_161318_100047170583.png,130.3766,533.38934,171.52759,317.80072,-1614.1911096761978
JPEG_20161126_183051_1000840864758.png,139.45882,502.19894,164.27396,299.41776,-80738.23957074402
1473750736050IMG_1036.png,164.24617,542.20386,135.49991,334.77872,-135898.9643064511
1472040785868w_peg_33_blue_glow_01_1.png,82.96543,547.77014,101.39829,435.3645,-17637.330548849102
JPEG_20161123_124248_10005975408.png,84.35058,590.3989,107.25787,376.94214,-32109.376236073585
1480513981529IMG_0474.png,61.742107,514.0458,103.39872,366.34613,-7469.163442214864
1474716243429DSC07743.png,249.05461,397.80035,38.68408,458.5541,97515.42369128522
JPEG_20161208_155427_1000424041473.png,89.37948,572.23615,133.24,274.24344,-99947.37762305525
1474723890149DSC07721.png,52.273716,600.6002,125.52893,382.08057,5629.284805633739
JPEG_20160624_115752_1000758635004.png,222.5051,557.8073,148.99644,364.7359,7659.2394351879775
1472043020175zoom1-Copy.png,37.002117,625.8504,135.75302,402.5502,-17037.10565224194
JPEG_20160820_112325_1000672178346.png,257.17947,371.19623,97.05244,433.78326,92901.7521114568
1480497232137IMG_20161129_190019.png,35.60332,608.00323,39.399258,458.65228,-8482.601991971984
JPEG_20161116_174750_1000844440549.png,31.981945,593.4139,61.3023,401.2385,29158.325274728995
JPEG_20161202_173907_100046528739.png,61.396694,624.3925,140.71034,362.6318,124595.98441700324
147771784192920161028_161124.png,203.52156,416.163,78.11935,438.12506,-93528.36471737758
JPEG_20160820_114320_1000596635968.png,253.83769,360.37115,94.13392,435.45798,-132996.20467695245
JPEG_20160820_114506_1000846487807.png,194.5166,477.94125,140.14662,337.01953,151579.04965582854
JPEG_20160623_153734_1000768433879.png,54.30618,537.7923,114.350945,337.61578,-17235.836976590188
1473840680302DSC_6006.png,78.52028,596.0257,124.42157,439.4224,-85320.87602550138
1480502679686IMG_20161129_193803.png,23.186634,626.4653,78.88868,393.55283,4027.295014023839
147771815284220161028_154712.png,58.41045,617.5199,70.01304,468.80283,-28844.775753484515
JPEG_20160530_153021_1000177989469.png,197.5559,478.28412,39.51452,429.81863,-23256.654231015826
JPEG_20161118_182012_1000802807301.png,103.50082,562.5333,82.3957,381.2391,-664.5205136320146
JPEG_20160702_145830_1000348337519.png,169.00487,514.2568,148.48763,301.1709,-57641.602853788856
JPEG_20160820_144826_100010183422.png,128.30478,584.1265,204.00888,316.80646,137656.51811256236
JPEG_20161028_131303_1000348780802.png,114.56855,592.3956,78.941414,455.03287,84615.22254231523
JPEG_20160924_161732_1000638971650.png,102.86939,566.5406,127.58789,340.02084,22495.284829630502
147742475352320161025_155807.png,105.47827,602.8254,47.525658,337.6479,75254.29546913458
JPEG_20160629_140707_100052518419.png,208.65149,579.43463,195.66771,290.5296,-72413.23648146543
JPEG_20161126_131927_1000783722239.png,92.35612,548.8275,99.66539,436.19968,-3699.0769563798094
JPEG_20161123_174709_1000904553740.png,145.67024,581.0897,172.90872,269.25577,145070.43909640698
1473665164268DeeplearnS162.png,105.338936,555.9029,94.08293,440.36523,-14861.685151037207
1480970021421IMG_3371.png,221.14017,505.26456,233.00932,402.06744,80241.42126045321
JPEG_20160630_162121_1000113726302.png,209.09985,463.0812,81.40332,417.5901,-14390.814036552998
JPEG_20160823_124009_1000107977852.png,39.682323,559.2115,100.274734,354.78314,-70060.20562323811
JPEG_20161107_175929_100016240637.png,35.066338,636.08746,162.67773,304.2878,-77844.82831370145
147444924759811472723022439-Mast--Harbour-Men-Navy-Perforated-Slip-On-Sneakers-2071472723022195-3.png,97.77391,547.87244,62.12158,422.7319,20853.371774829604
JPEG_20161007_133713_1000780360854.png,22.509054,613.05975,83.597786,461.28226,60236.6680477061
1474713943866DSC07434.png,168.36575,559.05975,27.483511,467.9043,-46638.375062434
JPEG_20160712_105040_1000495387149.png,242.85645,371.1342,31.353243,453.4753,90924.49990266826
148053658556620161126_210202.png,134.83571,554.5556,169.52867,334.24774,-1473.2170413023123
1473315220502DeeplearnS11296.png,64.30998,604.3911,154.22112,343.0124,-10966.930548633609
1480606512048_R2A6094.png,238.27068,402.0948,68.48458,448.7863,1799.7388865135945
JPEG_20160706_120407_1000519402039.png,117.14729,542.26385,182.11435,340.24734,1408.0759886855958
JPEG_20160712_125654_100019675942.png,75.1674,587.09973,75.867874,436.24536,58804.8701124776
JPEG_20161124_172355_1000233439050.png,263.58292,372.87848,62.384346,430.46652,72583.93266665254
JPEG_20160711_162402_1000521645923.png,230.93753,413.42914,21.081512,397.8969,4129.2461888947
147772267782020161028_161701.png,74.863304,553.1751,55.184265,365.02493,-98360.96507141565
1475262284465620600123f.png,181.44005,452.8775,46.37688,440.55768,1230.2457690400188
1480962782704_R2A2519.png,111.42955,421.08463,144.66635,415.2432,204356.98406360194
JPEG_20161117_155435_100028898766.png,217.24629,416.257,52.341057,469.6191,-3644.1256548405363
JPEG_20161124_130426_1000582863497.png,270.77466,470.05234,18.48744,457.45322,-17245.915837790395
JPEG_20160709_122708_1000718417410.png,171.25078,441.74728,116.98158,309.38828,143166.22619345
JPEG_20161125_181045_1000768642474.png,37.552578,559.75745,57.914394,435.8491,-57867.77700591239
1473661257853DeeplearnS11310.png,47.682983,602.1456,143.77031,362.43088,-16281.165666911664
1480972050003IMG_3517.png,195.9116,479.4554,300.0528,415.98605,59917.64220465002
1473662929858DeeplearnS11364.png,64.564735,590.01825,141.88768,357.18463,-8249.996306279252
1473316492657DeeplearnS11673.png,25.230341,656.22394,10.9376745,448.08594,-15349.377830452577
JPEG_20161118_131204_1000634754987.png,123.87974,565.7221,33.189396,438.26953,-2020.7593643237778
JPEG_20161126_153703_100082523649.png,76.11811,615.355,104.47628,399.1302,-57490.43930889119
1473315104861DeeplearnS11510.png,6.669497,628.1451,72.58396,424.65424,22094.816315178847
1471331390038DSC_0011.png,59.687725,622.3407,103.256485,388.15143,40232.856733288616
JPEG_20161117_175113_1000603912460.png,184.01256,488.01627,137.55705,412.98053,161319.2204204892
JPEG_20160924_140918_1000343823679.png,117.7934,610.67957,140.06612,376.18173,94905.08594488628
1473486871687DeeplearnS11985.png,65.7842,596.20264,195.53572,337.54715,4155.265112769193
JPEG_20160527_162837_1000563207853.png,145.67296,466.1701,17.651514,469.87616,77934.97046748755
JPEG_20161117_184659_1000888127299.png,145.36053,551.5198,161.22612,300.57883,-180095.16542287834
JPEG_20160711_133950_1000364524807.png,246.7968,432.29037,88.979126,420.12183,-12173.716244413285
JPEG_20161209_155943_1000815951487.png,132.8517,441.83286,125.63873,410.897,133253.76679240685
JPEG_20161208_142659_1000458379904.png,144.88377,564.49896,186.80882,312.7005,-2715.4923773808114
JPEG_20161126_132034_1000516965318.png,114.12841,571.38824,120.861885,407.1379,-36179.82739802252
1473752463572IMG_1389.png,247.68864,436.29297,31.998386,442.13638,-101655.98315408596
JPEG_20160820_160147_100029847556.png,195.1621,456.89322,94.98871,470.01263,-70769.93939160965
JPEG_20160607_144215_1000853882327.png,130.22723,643.12683,126.6756,432.62924,-30004.635774543975
1468557492774JPEG_20160630_171413_1000409404142.png,126.28998,454.5983,130.44466,380.598,4480.7340022112185
1469623831138JPEG_20160628_133721_1000446260212.png,61.8849,465.48557,138.24446,340.43002,-50268.16849967481
1475064369213DSC00259.png,232.26663,421.04834,97.71793,395.08023,-56630.17103646699
JPEG_20160709_130533_100038562087.png,191.38979,490.37033,136.65465,348.34897,33020.4787914672
1473661034096DeeplearnS11254.png,55.54312,603.6204,140.37602,351.01483,1848.2740472368023
JPEG_20160810_122752_1000780321071.png,93.2516,621.24963,197.30336,313.84515,66189.98362432631
1470727651026DSC_0038.png,11.531912,636.61725,92.03707,438.67157,84939.05254021901
JPEG_20161209_175704_1000457371785.png,208.2806,455.55518,55.77529,383.5874,93210.19376683618
1475151920811DSC00658.png,36.713173,588.0225,36.01202,384.08698,52860.80144884801
1478948192981eMazingShawls3480.png,104.489555,534.3152,71.05391,401.21124,160071.37081027217
JPEG_20160820_114346_1000684374339.png,254.75108,360.3203,71.85724,440.58853,-98528.7706351062
147742632974220161025_152326.png,16.485653,561.24365,65.67665,395.21902,-36053.22707816708
JPEG_20161127_173353_1000666919982.png,231.51814,393.06122,73.90758,378.67828,54210.173048243996
147742621673720161025_141706.png,135.76878,500.983,187.06949,368.99838,207216.22233758413
JPEG_20160723_114743_1000956375709.png,26.244633,626.894,109.668594,390.60474,-132264.5226810904
JPEG_20160607_134255_1000301927151.png,58.564243,536.848,81.21494,361.07965,3158.793130515478
JPEG_20161028_113716_1000590395025.png,86.113525,606.8294,24.629534,465.81757,11300.355384728464
1475152748130DSC00461.png,279.09122,495.75272,67.743904,408.93207,52360.719272190996
1473486318894DeeplearnS11806.png,78.72837,582.2558,149.13635,349.30988,-6123.096714927931
1480955504868_R2A2253.png,218.19751,423.2191,260.4877,343.179,153261.002824833
JPEG_20160624_122928_1000735496397.png,214.43321,565.64874,125.90929,392.762,43066.62135541371
JPEG_20161119_151217_1000432925829.png,118.01893,464.30576,57.751194,392.09512,-79266.73685570537
JPEG_20161116_151501_1000179219582.png,189.96439,500.28363,126.170525,366.43872,-104602.25592142816
JPEG_20160706_131519_1000336380135.png,60.309788,524.8156,162.2147,314.4025,14184.792515493602
JPEG_20161129_181929_1000794508415.png,181.84676,613.10223,220.97974,328.18417,128745.63954926789
JPEG_20161116_153158_1000557287175.png,148.63748,542.9357,101.36733,395.58008,-6271.438673694953
JPEG_20160629_141253_1000210820625.png,98.80317,498.61285,164.33458,314.5399,-45797.381992502415
147772395066820161028_165949.png,37.55316,585.1162,78.21578,488.6791,-49536.30369230721
JPEG_20161118_150235_1000574334027.png,47.07782,531.3627,191.02779,353.83347,-194679.96527021163
JPEG_20161028_103505_1000836072375.png,165.03494,422.96298,91.40386,361.97784,87282.11891360079
JPEG_20161209_140305_100094214067.png,103.01854,523.29443,30.687943,454.41846,56116.86464766489
JPEG_20161123_173636_10002802383.png,289.3763,383.10864,85.56207,424.31122,44779.66012748903
1480930868595_R2A1776.png,219.05807,427.0796,79.859,430.77057,23571.54531389785
JPEG_20160810_115642_100072119640.png,267.11703,396.08783,94.927795,422.5142,-101277.79695802598
JPEG_20161202_185551_1000778147409.png,37.4158,615.9121,124.73663,351.6923,-156992.850436179
JPEG_20161028_133037_1000691257881.png,26.779303,613.74725,124.24648,384.33987,99596.71404342967
1473748704101IMG_1268.png,129.39047,536.6537,137.71713,370.11887,88280.44516297984
147772308356820161028_160529.png,49.7233,597.73035,64.89942,317.78586,-54936.882683598
1472628601772w_peg_33_black_white_01.png,85.73407,570.92346,105.64524,430.8091,5714.736783445405
JPEG_20161117_130557_1000166274819.png,146.30391,595.01965,139.69688,318.53848,-39670.14311321599
JPEG_20161123_194825_1000901260329.png,63.444195,620.6676,45.156807,485.48724,-18213.030128615705
1475010374390DSC019921.png,42.24888,634.5946,85.81311,368.5603,-14412.135831473192
1480580008949E-mazingshawls29-11-201618513.png,75.32801,560.0651,41.01299,442.55783,-37794.275373284414
JPEG_20160627_151203_1000367765190.png,134.87813,548.0216,151.36967,308.6796,-33970.1903456571
JPEG_20160915_203653_1000824274314.png,79.71926,580.42,135.06958,468.36752,30981.89159847563
1472040782847w_peg_33_black_white_06.png,20.04698,632.99176,138.95438,414.16568,-15341.759832014039
1475151352113DSC00573.png,245.1668,400.678,21.07342,458.8152,-85917.47035206399
JPEG_20160810_131134_1000760705517.png,51.19909,622.17883,158.39485,337.70932,65510.42651626216
JPEG_20160702_111750_1000581903989.png,99.55577,512.39435,169.11958,315.19827,-45965.26045213979
1480508525902IMG_0384.png,75.65839,500.7391,163.36986,386.94214,14522.389751281211
JPEG_20161128_134255_1000687634378.png,132.97916,561.13904,132.56088,402.54227,-7044.946744633213
JPEG_20161028_135721_100077363356.png,86.37543,567.99084,22.588694,489.44824,55062.36920329608
JPEG_20160621_155045_1000683940543.png,258.145,444.09885,228.30212,405.26178,-6838.4184716910095
JPEG_20161124_125709_1000716930460.png,78.69619,531.19977,185.0977,344.4645,9358.642753143984
JPEG_20160608_170018_1000618771682.png,77.96886,630.6574,97.53865,436.10425,-12500.280001776002
1468668733474JPEG_20160712_112546_1000141703732.png,133.95305,524.12476,146.3862,362.82797,-1179.989683673295
JPEG_20160702_133108_100065625259.png,188.98323,560.5706,194.11201,288.83923,-9025.17654721141
1474713845843DSC07455.png,54.622417,619.12726,118.47968,403.21216,-9030.937879400677
JPEG_20161125_153329_1000452337663.png,232.9443,425.2246,26.234303,462.15674,-93593.34631690888
JPEG_20161124_161114_1000172820122.png,61.242867,558.18225,160.53856,319.2717,116797.8414987474
JPEG_20161202_174929_1000825852362.png,164.30183,520.0247,48.388664,451.83078,42103.06376760706
147324162019211.png,15.940539,616.2001,55.222546,441.4971,-18566.948478510807
JPEG_20161125_141636_1000859452436.png,159.72603,496.29367,54.22693,415.69336,-32105.276415674816
1473660775623DeeplearnS11732.png,42.89037,622.4327,184.85478,341.44586,-10714.098829583629
JPEG_20160702_130553_1000219720986.png,157.70793,454.34448,53.40256,356.2187,-46361.114206083
JPEG_20161208_143624_1000597801918.png,111.58309,574.8853,122.7274,367.9287,9953.644295127
JPEG_20161129_181339_100014603013.png,38.44645,571.8917,140.38338,457.91074,-132663.1220596
JPEG_20161028_150640_1000541199197.png,26.650434,655.66644,37.274868,481.43356,-17634.971486775845
JPEG_20161121_171912_1000489929128.png,224.02333,409.97272,53.833515,456.7,47930.40046280585
JPEG_20161129_171043_1000529239418.png,42.728798,607.83026,155.93349,329.45404,137866.81130195587
14716280809223a.png,19.855474,608.589,66.80361,459.90338,-15397.837984110956
1469615829240JPEG_20160625_132328_1000280288518.png,257.37512,557.43146,79.61541,359.64853,15225.152534019202
JPEG_20161129_151605_1000971802260.png,144.86958,556.1344,63.99996,464.3992,20023.056373263185
JPEG_20161129_181505_1000787502555.png,65.927055,589.9251,157.39732,407.20883,-117230.51832200203
1474701046525DSC06991.png,16.628965,622.8752,78.38171,334.55103,133751.93093248978
1480511984574IMG_0133.png,78.02859,540.6649,100.15205,381.1241,-8148.282274864541
JPEG_20160709_152549_1000605889140.png,38.841846,612.1058,114.44077,380.43033,-23862.035728320232
JPEG_20160912_152646_1000942504367.png,97.11671,521.5677,123.412346,413.1208,-41520.79816833057
JPEG_20160513_131205_100038133981.png,211.0696,539.76697,169.56973,356.69797,-11002.52854072881
JPEG_20160704_174140_1000749444389.png,152.85983,494.85834,162.90977,300.24927,55733.73243585499
1480066692228IMG_0142.png,111.93255,541.7721,89.75202,281.82468,106907.73439429699
JPEG_20161124_172119_1000765574958.png,197.37068,436.2807,41.798588,429.81473,-30327.50525445715
1475058149078DSC02343.png,63.756622,491.69678,77.11943,412.61285,73104.35220276036
1468820910545JPEG_20160709_122345_1000170105580.png,94.951225,406.91238,94.62241,356.94693,-213771.7272071594
JPEG_20160526_170335_1000389997615.png,91.461586,483.90503,72.90713,426.50583,-56950.41947807721
147444583886111469619096595-Roadster-Men-Casual-Shoes-9011469619096471-3.png,93.05511,545.1407,50.09193,450.18912,2398.4471884921077
JPEG_20161202_182433_1000999099770.png,57.63576,542.0988,138.32475,372.96994,55993.271921222404
JPEG_20160912_153811_1000546906036.png,67.760796,493.04694,76.926674,417.25363,-18569.62431350234
JPEG_20161126_134746_1000291976088.png,215.74751,521.95593,134.26126,329.8443,-82396.93775780321
JPEG_20161124_135819_1000458224691.png,187.61198,464.02686,17.832716,460.57993,50523.94921185565
JPEG_20161007_141633_1000846361560.png,101.70813,572.8643,157.5834,397.32266,-7282.069940234156
1474638639934DSC06333.png,77.3341,587.02155,54.055573,435.2207,7820.4051064438245
1468821394876JPEG_20160709_120128_1000237856703.png,132.55292,523.8302,167.3961,341.1915,21627.644611487995
147772141377020161028_170245.png,40.13855,615.1589,95.463455,458.62173,27349.995527103747
1480511535721IMG_0351.png,91.043945,599.72833,94.58733,297.80197,-106043.11340860359
1475152683825DSC00619.png,221.3002,446.741,87.06863,432.8072,45719.79404834402
JPEG_20161116_184245_1000758145438.png,11.763045,628.82214,166.9067,310.39755,-190807.40592421926
1468495341824DSC_0191.png,128.27487,493.63522,78.0104,381.03543,173872.6466304395
JPEG_20161202_155717_1000611460838.png,74.40337,590.31104,125.27569,364.41693,-119285.34931648916
JPEG_20160709_114906_1000449789183.png,80.17699,547.4821,183.96461,303.42758,-6456.598936776696
1470746199802DSC_0248.png,115.7513,586.8256,52.17506,445.29025,-98309.19905298302
JPEG_20161123_195125_1000303103119.png,136.93382,550.6541,190.39343,300.7015,109180.11183334039
1478946237804eMazingShawls4016.png,169.99364,340.48087,29.03145,467.06885,111001.47338259804
1480973372560IMG_2945.png,211.68924,413.37076,77.50096,458.14047,117845.60665414484
JPEG_20160623_125632_1000462971724.png,246.86035,397.2391,65.20733,451.77216,-2950.154879362497
1473746392392IMG_0696.png,196.5355,494.14975,69.46116,458.2363,5863.764390255019
JPEG_20160623_134233_1000277296949.png,136.15538,560.5809,86.89198,352.70746,-19064.400126950393
1474634039570DSC05959.png,164.27504,579.484,87.61269,425.33035,5516.380322233628
JPEG_20161123_182357_1000628349401.png,284.23044,392.20102,31.132803,440.48163,-79961.83900649034
1473749925429IMG_1143.png,273.5472,434.93506,63.82074,427.35593,85311.81469120659
1473751113753IMG_0999.png,79.72542,513.367,116.08458,366.59415,-141869.7227885794
1474723089362DSC07797.png,140.63152,552.7226,100.587875,402.42133,-15077.282278918603
147444922075211468997465920-Mast--Harbour-Women-Black-Slip-Ons-431468997465740-2.png,182.11983,331.3103,25.881802,465.39383,-22736.302987973148
JPEG_20161124_185652_1000236386954.png,93.980606,485.5718,40.280098,460.19366,-77946.57877262696
JPEG_20161125_145922_100061205912.png,126.54961,535.4994,60.464745,456.7065,-19892.81268351857
147444008374011472215508902-Mast--Harbour-Men-Grey-Sneakers-941472215508728-5.png,41.809307,658.0288,99.7848,379.22604,-18674.422570091352
1480961996619_R2A2464.png,127.4802,477.28024,139.19304,406.94662,190573.26775875676
1474637449677DSC06771.png,245.24817,469.57657,104.95629,426.83563,-72248.77074474403
JPEG_20160823_122645_1000366593631.png,72.46436,511.1065,48.906593,424.3405,58972.68159504101
JPEG_20161125_201236_1000585865555.png,145.73906,481.75223,202.22783,312.1973,-129824.74900208009
JPEG_20160704_121756_1000948471571.png,39.710903,624.2673,162.10262,326.77637,2251.2514404787507
JPEG_20160607_180215_1000472897091.png,162.02847,485.885,24.709637,456.2232,67501.20658488359
JPEG_20160709_132849_1000199572882.png,245.93452,429.62613,82.64533,435.0088,-6009.969479486703
147753793608320161026_123222.png,80.07469,566.10474,142.42767,407.56552,59726.6259906075
JPEG_20161128_171343_1000122922693.png,142.5978,494.76974,73.18178,449.88992,-44622.72132240835
147771756807720161028_143102.png,176.91467,532.7126,63.33193,432.88705,126793.09872357844
JPEG_20161208_181500_1000333441093.png,108.70967,532.4361,57.461903,418.4119,-8359.371462679293
1480339474190_R2A4189.png,302.37283,549.4458,113.232155,434.56177,15093.789972993487
